,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
94,"frozenset({'>50K', 'married'})","frozenset({'UnitedStates', 'white'})",0.3324124212620179,0.8048403138468339,0.2834567355508896,0.8527260638297872,1.0594972060408823,0.01591781809578119,1.325147485211566,0.08411791678242879
95,"frozenset({'male', '>50K', 'UnitedStates'})",frozenset({'white'}),0.30069620952591447,0.8587689247430655,0.28014145209415403,0.9316427783902976,1.0848585126307815,0.021912891565268933,2.0660739557748298,0.11185526522490438
96,"frozenset({'male', '>50K', 'white'})",frozenset({'UnitedStates'}),0.2937341142667698,0.9145761962647806,0.28014145209415403,0.9537246049661399,1.04280497224971,0.011499223154847249,1.845987563644006,0.05811963754503126
97,"frozenset({'>50K', 'white', 'UnitedStates'})",frozenset({'male'}),0.30986849375621617,0.6749917117913582,0.28014145209415403,0.9040656205420826,1.3393729208063696,0.07098278706343589,3.3878187365688865,0.3671502409027812
98,"frozenset({'male', '>50K'})","frozenset({'UnitedStates', 'white'})",0.3255608354514311,0.8048403138468339,0.28014145209415403,0.860488798370672,1.0691422678094482,0.018116967113186777,1.3988818379737888,0.09588823810581071
99,"frozenset({'>50K', 'UnitedStates'})","frozenset({'male', 'white'})",0.3339595535418278,0.5955354182782628,0.28014145209415403,0.8388484447385837,1.4085618067247063,0.08125670968759968,2.509839765837966,0.43549307537514437
100,"frozenset({'>50K', 'white'})","frozenset({'male', 'UnitedStates'})",0.3251187976571997,0.6153166095701182,0.28014145209415403,0.8616587355540448,1.4003501972034036,0.08009045581221261,2.780684360306417,0.42361961198857057
101,"frozenset({'male', '>50K', 'white'})",frozenset({'married'}),0.2937341142667698,0.4772903083213615,0.27185324345231515,0.9255079006772008,1.9390879817615165,0.13165679748942655,7.016981618595045,0.6857100877377101
102,"frozenset({'male', '>50K', 'married'})",frozenset({'white'}),0.3008067189744723,0.8587689247430655,0.27185324345231515,0.9037472446730345,1.0523753464221193,0.013529780843118067,1.467293842936547,0.07118016604537772
103,"frozenset({'>50K', 'white', 'married'})",frozenset({'male'}),0.298043982760526,0.6749917117913582,0.27185324345231515,0.9121245828698553,1.351312270856143,0.07067602533967365,3.6985120392350472,0.37036308902131837
104,"frozenset({'male', '>50K'})","frozenset({'white', 'married'})",0.3255608354514311,0.42380373521936127,0.27185324345231515,0.8350305498981669,1.9703237147401598,0.1338793453468628,3.4927452593493022,0.7301906699224291
105,"frozenset({'>50K', 'white'})","frozenset({'male', 'married'})",0.3251187976571997,0.423251187976572,0.27185324345231515,0.8361658735554044,1.975578326319283,0.13424632611039064,3.5203215870807556,0.7317126421632645
106,"frozenset({'>50K', 'married'})","frozenset({'male', 'white'})",0.3324124212620179,0.5955354182782628,0.27185324345231515,0.8178191489361701,1.3732502280058272,0.07388987311514919,2.220126755144133,0.4071384832371744
107,"frozenset({'male', '>50K', 'married', 'UnitedStates'})",frozenset({'white'}),0.27715769698309206,0.8587689247430655,0.25870261907393083,0.9334130781499203,1.0869199516379653,0.020688201651496485,2.121003214038273,0.11063138625282214
108,"frozenset({'male', '>50K', 'white', 'married'})",frozenset({'UnitedStates'}),0.27185324345231515,0.9145761962647806,0.25870261907393083,0.9516260162601627,1.0405103698813694,0.010072113735069055,1.7659038419213475,0.05346885405490855
109,"frozenset({'male', '>50K', 'white', 'UnitedStates'})",frozenset({'married'}),0.28014145209415403,0.4772903083213615,0.25870261907393083,0.9234714003944774,1.9348211859619415,0.12499381903031814,6.830252929924484,0.6711823789119405
110,"frozenset({'>50K', 'white', 'married', 'UnitedStates'})",frozenset({'male'}),0.2834567355508896,0.6749917117913582,0.25870261907393083,0.9126705653021442,1.3521211436508027,0.0673716719256455,3.721635085960561,0.36344113634560904
111,"frozenset({'male', '>50K', 'married'})","frozenset({'UnitedStates', 'white'})",0.3008067189744723,0.8048403138468339,0.25870261907393083,0.8600293901542984,1.068571461143244,0.016601244967280188,1.3942904611782636,0.09177884465098675
112,"frozenset({'male', '>50K', 'UnitedStates'})","frozenset({'white', 'married'})",0.30069620952591447,0.42380373521936127,0.25870261907393083,0.8603454612274899,2.0300563438455166,0.1312664423105446,4.125868517021363,0.725582846536565
113,"frozenset({'male', '>50K', 'white'})","frozenset({'UnitedStates', 'married'})",0.2937341142667698,0.43131837772129517,0.25870261907393083,0.8807373965387509,2.0419658471122615,0.13200969742698612,4.768314675131853,0.7224982189084647
114,"frozenset({'>50K', 'married', 'UnitedStates'})","frozenset({'male', 'white'})",0.3052270969167864,0.5955354182782628,0.25870261907393083,0.8475742215785662,1.423213793109008,0.07692907224173257,2.6535182297278803,0.42800298439984535
115,"frozenset({'>50K', 'white', 'married'})","frozenset({'male', 'UnitedStates'})",0.298043982760526,0.6153166095701182,0.25870261907393083,0.8680014831294031,1.4106583011562444,0.0753112060989492,2.9143008539027844,0.4147141714288175
116,"frozenset({'>50K', 'white', 'UnitedStates'})","frozenset({'male', 'married'})",0.30986849375621617,0.423251187976572,0.25870261907393083,0.8348787446504993,1.972537274240827,0.12755041097510134,3.4928804944140213,0.7144127262510563
117,frozenset({'Age (decade)_30.0'}),frozenset({'UnitedStates'}),0.27141120565808374,0.9145761962647806,0.24709912697535638,0.9104234527687297,0.995459379422938,-0.0011271011190519542,0.9536402816986319,-0.006221552300623353
118,frozenset({'Age (decade)_30.0'}),frozenset({'white'}),0.27141120565808374,0.8587689247430655,0.23229086086860426,0.8558631921824105,0.9966163976397674,-0.0007886483776073372,0.9798404543249467,-0.00463820320010011
119,"frozenset({'UnitedStates', 'Age (decade)_30.0'})",frozenset({'white'}),0.24709912697535638,0.8587689247430655,0.21681953807050502,0.8774597495527728,1.0217646729768424,0.004618486492928009,1.1525280447974655,0.028291987809478038
120,"frozenset({'white', 'Age (decade)_30.0'})",frozenset({'UnitedStates'}),0.23229086086860426,0.9145761962647806,0.21681953807050502,0.9333967649857279,1.0205784589603495,0.0043718461102255635,1.2825773960816513,0.026264536485435763
121,frozenset({'Age (decade)_20.0'}),frozenset({'<50K'}),0.24510995690131507,0.6373079898331308,0.22775997347773236,0.9292155094679893,1.458032104244119,0.07154943955686993,5.123890946179088,0.4161454356800643
122,frozenset({'Age (decade)_20.0'}),frozenset({'UnitedStates'}),0.24510995690131507,0.9145761962647806,0.2199138026301249,0.897204688908927,0.9810059485182312,-0.004257929419304141,0.8310087573891085,-0.02500712218630588
123,frozenset({'Age (decade)_20.0'}),frozenset({'white'}),0.24510995690131507,0.8587689247430655,0.20377942314067854,0.8313796212804329,0.9681063174580667,-0.00671339099128293,0.8375682484488789,-0.04181640071425054
124,"frozenset({'Age (decade)_20.0', 'UnitedStates'})",frozenset({'<50K'}),0.2199138026301249,0.6373079898331308,0.20422146093490995,0.928643216080402,1.4571341186598852,0.0640686374441452,5.082796480507534,0.40216244774255827
125,"frozenset({'Age (decade)_20.0', '<50K'})",frozenset({'UnitedStates'}),0.22775997347773236,0.9145761962647806,0.20422146093490995,0.8966521106259098,0.9804017579813749,-0.00408238926972182,0.8265655375506442,-0.02523258415465806
126,frozenset({'Age (decade)_20.0'}),"frozenset({'UnitedStates', '<50K'})",0.24510995690131507,0.5806166427229528,0.20422146093490995,0.8331830477908025,1.4349968403995,0.06190654066090073,2.514033206595921,0.4015609384515841
127,frozenset({'education.num_9.0'}),frozenset({'UnitedStates'}),0.3317493645706708,0.9145761962647806,0.3095369654105426,0.9330446369087275,1.0201934412019182,0.006126893448240522,1.2758321333986502,0.02962023001187826
128,frozenset({'education.num_9.0'}),frozenset({'white'}),0.3317493645706708,0.8587689247430655,0.28058348988838544,0.8457694870086608,0.9848627059505046,-0.004312555208164759,0.9157142287717431,-0.02248316361976837
129,"frozenset({'education.num_9.0', 'UnitedStates'})",frozenset({'white'}),0.3095369654105426,0.8587689247430655,0.2656647143330755,0.8582649053909318,0.9994130908354835,-0.00015601262076764266,0.9964439339916207,-0.0008497989784716869
130,"frozenset({'education.num_9.0', 'white'})",frozenset({'UnitedStates'}),0.28058348988838544,0.9145761962647806,0.2656647143330755,0.9468294604174873,1.035265803204186,0.009049733416258421,1.6066002791386844,0.04735016651714657
